Numéro Étudiant,Nom,Prénom,Age,Filière,Email
ST24547,Bernard,Jack,29,Intelligence Artificielle,jack.bernard@student.edu
ST29539,Garcia,Lucas,27,Cybersécurité,lucas.garcia@student.edu
ST20940,Faure,Jack,35,Entrepreneuriat,jack.faure@student.edu
ST23431,Morel,Theodore,19,Commerce International,theodore.morel@student.edu
ST25715,Legrand,Elijah,20,Intelligence Artificielle,elijah.legrand@student.edu
ST28830,Thomas,Gabriel,20,Innovation Technologique,gabriel.thomas@student.edu
ST27801,Wilson,Lucas,19,Commerce International,lucas.wilson@student.edu
ST23571,Fournier,Ethan,22,Marketing Digital,ethan.fournier@student.edu
ST21106,Moore,Olivia,30,Cybersécurité,olivia.moore@student.edu
ST23506,Faure,Evelyn,18,Management International,evelyn.faure@student.edu
ST28700,Robert,Arthur,32,Entrepreneuriat,arthur.robert@student.edu
ST24691,Girard,Manon,19,Marketing Digital,manon.girard@student.edu
ST21554,Davis,Sofia,19,Cybersécurité,sofia.davis@student.edu
ST22681,Petit,Clara,30,Cybersécurité,clara.petit@student.edu
ST28328,Andre,Amelia,21,Data Science,amelia.andre@student.edu
ST22228,Michel,Inès,29,Innovation Technologique,inès.michel@student.edu
ST26496,Michel,Sophia,27,Intelligence Artificielle,sophia.michel@student.edu
ST21199,Moreau,Sophia,20,Cybersécurité,sophia.moreau@student.edu
ST25628,Jones,Sarah,23,Finance,sarah.jones@student.edu
ST20280,Lefevre,Jules,19,Management International,jules.lefevre@student.edu
ST22169,Garcia,Oliver,19,Innovation Technologique,oliver.garcia@student.edu
ST21311,Laurent,Sofia,18,Business,sofia.laurent@student.edu
ST26827,François,William,30,Intelligence Artificielle,william.françois@student.edu
ST20867,Martinez,Emma,19,Finance,emma.martinez@student.edu
ST22142,Michel,Nathan,31,Business,nathan.michel@student.edu
ST25620,Moreau,Gabriel,19,Business,gabriel.moreau@student.edu
ST29601,Simon,Hugo,28,Innovation Technologique,hugo.simon@student.edu
ST29841,Petit,Sarah,24,Intelligence Artificielle,sarah.petit@student.edu
ST25076,Thomas,Olivia,35,Entrepreneuriat,olivia.thomas@student.edu
ST25877,Moreau,William,35,Innovation Technologique,william.moreau@student.edu
ST29314,Miller,Léo,22,Finance,léo.miller@student.edu
ST29664,Garnier,Olivia,22,Business,olivia.garnier@student.edu
ST25728,Martin,Alice,19,Finance,alice.martin@student.edu
ST20966,Laurent,Lucas,25,Management International,lucas.laurent@student.edu
ST23012,Davis,Arthur,29,Innovation Technologique,arthur.davis@student.edu
ST27451,Bertrand,Liam,26,Business,liam.bertrand@student.edu
ST26638,Vincent,William,21,Data Science,william.vincent@student.edu
ST27374,Vincent,Adam,21,Innovation Technologique,adam.vincent@student.edu
ST27878,Robert,Nathan,24,Entrepreneuriat,nathan.robert@student.edu
ST25047,Garnier,Sophia,21,Management International,sophia.garnier@student.edu
ST22000,Fournier,Oliver,18,Intelligence Artificielle,oliver.fournier@student.edu
ST24337,Moore,James,27,Cybersécurité,james.moore@student.edu
ST20274,Faure,Camille,34,Data Science,camille.faure@student.edu
ST29288,Bonnet,Chloé,21,Management International,chloé.bonnet@student.edu
ST20482,Garnier,Abigail,33,Intelligence Artificielle,abigail.garnier@student.edu
ST25094,Lefebvre,Léa,19,Marketing Digital,léa.lefebvre@student.edu
ST24774,Martin,Arthur,27,Innovation Technologique,arthur.martin@student.edu
ST25860,Davis,William,32,Data Science,william.davis@student.edu
ST26904,Davis,Isabella,29,Data Science,isabella.davis@student.edu
ST29341,Legrand,Sophia,21,Innovation Technologique,sophia.legrand@student.edu
ST20581,Richard,Léo,32,Management International,léo.richard@student.edu
ST25432,Thomas,Louise,20,Marketing Digital,louise.thomas@student.edu
ST28730,Jones,Theodore,31,Commerce International,theodore.jones@student.edu
ST21327,Brown,Gabriel,21,Data Science,gabriel.brown@student.edu
ST23806,Bernard,Jack,26,Marketing Digital,jack.bernard@student.edu
ST29421,Martinez,Abigail,34,Business,abigail.martinez@student.edu
ST25803,Bonnet,Abigail,24,Data Science,abigail.bonnet@student.edu
ST26401,Laurent,Lucas,19,Commerce International,lucas.laurent@student.edu
ST26566,Bertrand,Sophia,34,Cybersécurité,sophia.bertrand@student.edu
ST29769,Thomas,Clara,35,Cybersécurité,clara.thomas@student.edu
ST28457,Martin,Harper,19,Data Science,harper.martin@student.edu
ST28467,Robert,Gabriel,23,Marketing Digital,gabriel.robert@student.edu
ST25615,Richard,Amelia,27,Intelligence Artificielle,amelia.richard@student.edu
ST29612,Andre,Alice,19,Innovation Technologique,alice.andre@student.edu
ST27100,Faure,Jack,27,Finance,jack.faure@student.edu
ST28886,David,Benjamin,21,Data Science,benjamin.david@student.edu
ST22171,Petit,Arthur,21,Finance,arthur.petit@student.edu
ST28997,Thomas,Charlotte,28,Innovation Technologique,charlotte.thomas@student.edu
ST27125,Laurent,Inès,23,Commerce International,inès.laurent@student.edu
ST22752,Durand,William,18,Finance,william.durand@student.edu
ST25075,Johnson,Sophia,31,Cybersécurité,sophia.johnson@student.edu
ST20051,Lefevre,Gabriel,23,Innovation Technologique,gabriel.lefevre@student.edu
ST21197,Laurent,Louise,27,Commerce International,louise.laurent@student.edu
ST29144,Jones,Mia,19,Cybersécurité,mia.jones@student.edu
ST20821,Davis,Noah,32,Innovation Technologique,noah.davis@student.edu
ST20229,Michel,Mia,22,Intelligence Artificielle,mia.michel@student.edu
ST22306,Vincent,Elijah,30,Commerce International,elijah.vincent@student.edu
ST21942,Bernard,Liam,33,Cybersécurité,liam.bernard@student.edu
ST28558,Bernard,Sarah,21,Finance,sarah.bernard@student.edu
ST24168,Miller,Inès,31,Management International,inès.miller@student.edu
ST25958,Martinez,Gabriel,21,Data Science,gabriel.martinez@student.edu
ST22533,Bertrand,Jack,24,Intelligence Artificielle,jack.bertrand@student.edu
ST27460,Thomas,Ethan,33,Intelligence Artificielle,ethan.thomas@student.edu
ST24382,Morel,Benjamin,29,Data Science,benjamin.morel@student.edu
ST20592,Lefevre,Hugo,21,Innovation Technologique,hugo.lefevre@student.edu
ST28228,Petit,Ethan,34,Data Science,ethan.petit@student.edu
ST29813,Moreau,Harper,33,Data Science,harper.moreau@student.edu
ST20422,Lefevre,Jules,19,Marketing Digital,jules.lefevre@student.edu
ST29490,Simon,Louis,27,Finance,louis.simon@student.edu
ST20201,Wilson,Chloé,34,Finance,chloé.wilson@student.edu
ST22957,Robert,Gabriel,33,Entrepreneuriat,gabriel.robert@student.edu
ST21774,Vincent,Liam,22,Innovation Technologique,liam.vincent@student.edu
ST27075,Martinez,Manon,22,Business,manon.martinez@student.edu
ST26724,Brown,Léa,34,Management International,léa.brown@student.edu
ST25080,Andre,Evelyn,29,Marketing Digital,evelyn.andre@student.edu
ST20348,Simon,Olivia,29,Cybersécurité,olivia.simon@student.edu
ST27002,Williams,Abigail,26,Cybersécurité,abigail.williams@student.edu
ST23991,Fournier,Jack,28,Entrepreneuriat,jack.fournier@student.edu
ST29962,Fournier,Lucas,25,Business,lucas.fournier@student.edu
ST22573,Brown,Hugo,29,Commerce International,hugo.brown@student.edu
ST26055,Durand,Alice,20,Management International,alice.durand@student.edu
ST20553,Robert,Léo,30,Innovation Technologique,léo.robert@student.edu
ST24862,Thomas,Isabella,30,Management International,isabella.thomas@student.edu
ST24648,Anderson,Olivia,21,Data Science,olivia.anderson@student.edu
ST21772,François,Léo,19,Intelligence Artificielle,léo.françois@student.edu
ST20255,Thomas,Louise,20,Entrepreneuriat,louise.thomas@student.edu
ST26550,Garcia,Ethan,25,Cybersécurité,ethan.garcia@student.edu
ST27541,Bonnet,Léa,33,Cybersécurité,léa.bonnet@student.edu
ST23498,Jones,William,26,Innovation Technologique,william.jones@student.edu
ST28148,Johnson,Amelia,25,Management International,amelia.johnson@student.edu
ST24579,Simon,Evelyn,27,Marketing Digital,evelyn.simon@student.edu
ST21301,Laurent,Evelyn,20,Entrepreneuriat,evelyn.laurent@student.edu
ST27516,Garcia,Sofia,27,Data Science,sofia.garcia@student.edu
ST20530,Moreau,Léo,34,Management International,léo.moreau@student.edu
ST29580,Garcia,Oliver,20,Finance,oliver.garcia@student.edu
ST27496,Johnson,Léo,34,Commerce International,léo.johnson@student.edu
ST21301,Petit,Clara,29,Business,clara.petit@student.edu
ST28429,Thomas,Amelia,21,Entrepreneuriat,amelia.thomas@student.edu
ST25468,Morel,Sophia,26,Commerce International,sophia.morel@student.edu
ST25382,Thomas,Mia,34,Intelligence Artificielle,mia.thomas@student.edu
ST24479,Roux,James,30,Marketing Digital,james.roux@student.edu
ST20031,Garnier,Harper,29,Cybersécurité,harper.garnier@student.edu
ST26502,Morel,Inès,35,Commerce International,inès.morel@student.edu
ST27856,Andre,Manon,18,Entrepreneuriat,manon.andre@student.edu
ST21056,Davis,Chloé,26,Business,chloé.davis@student.edu
ST20350,Bonnet,Sophia,26,Commerce International,sophia.bonnet@student.edu
ST22024,Vincent,Jack,20,Business,jack.vincent@student.edu
ST21871,Dubois,Mia,22,Data Science,mia.dubois@student.edu
ST22229,Durand,Sophia,34,Intelligence Artificielle,sophia.durand@student.edu
ST27988,Michel,Ethan,25,Cybersécurité,ethan.michel@student.edu
ST21011,Bernard,Emma,21,Data Science,emma.bernard@student.edu
ST25195,Laurent,Léo,21,Entrepreneuriat,léo.laurent@student.edu
ST27694,Williams,Adam,21,Marketing Digital,adam.williams@student.edu
ST25455,Martin,Gabriel,33,Finance,gabriel.martin@student.edu
ST23988,Laurent,Evelyn,28,Business,evelyn.laurent@student.edu
ST28782,Vincent,Olivia,31,Finance,olivia.vincent@student.edu
ST28294,Jones,Nathan,32,Finance,nathan.jones@student.edu
ST24975,Michel,Léa,31,Cybersécurité,léa.michel@student.edu
ST22740,Bertrand,Theodore,33,Data Science,theodore.bertrand@student.edu
ST28092,François,Sophia,32,Business,sophia.françois@student.edu
ST21752,Bonnet,Léo,23,Intelligence Artificielle,léo.bonnet@student.edu
ST26089,Fournier,Sarah,33,Business,sarah.fournier@student.edu
ST26938,Legrand,Chloé,28,Data Science,chloé.legrand@student.edu
ST26550,Thomas,Amelia,35,Entrepreneuriat,amelia.thomas@student.edu
ST22054,Petit,Alice,33,Commerce International,alice.petit@student.edu
ST23137,Davis,Inès,21,Innovation Technologique,inès.davis@student.edu
ST23922,Girard,Gabriel,18,Innovation Technologique,gabriel.girard@student.edu
ST28616,Fournier,Charlotte,28,Intelligence Artificielle,charlotte.fournier@student.edu
ST23736,Durand,Sophia,29,Marketing Digital,sophia.durand@student.edu
ST23948,Durand,Hugo,35,Business,hugo.durand@student.edu
ST22156,Lefevre,Evelyn,20,Finance,evelyn.lefevre@student.edu
ST20163,Andre,Nathan,31,Cybersécurité,nathan.andre@student.edu
ST25438,Vincent,Mia,26,Innovation Technologique,mia.vincent@student.edu
ST21466,Andre,Louis,31,Commerce International,louis.andre@student.edu
ST23246,Taylor,Inès,30,Commerce International,inès.taylor@student.edu
ST28263,François,Oliver,31,Data Science,oliver.françois@student.edu
ST27058,Jones,Adam,25,Marketing Digital,adam.jones@student.edu
ST23922,Lefebvre,Olivia,22,Innovation Technologique,olivia.lefebvre@student.edu
ST25370,Faure,Lucas,27,Data Science,lucas.faure@student.edu
ST26417,Garcia,Camille,34,Commerce International,camille.garcia@student.edu
ST20428,Lefevre,Inès,32,Business,inès.lefevre@student.edu
ST29755,Jones,Jules,25,Innovation Technologique,jules.jones@student.edu
ST29179,Bertrand,Léo,33,Finance,léo.bertrand@student.edu
ST21838,Robert,Nathan,29,Finance,nathan.robert@student.edu
ST21338,Taylor,Adam,25,Entrepreneuriat,adam.taylor@student.edu
ST28118,Simon,Camille,23,Cybersécurité,camille.simon@student.edu
ST23582,Michel,Noah,25,Commerce International,noah.michel@student.edu
ST21283,Simon,Clara,32,Entrepreneuriat,clara.simon@student.edu
ST23189,Bertrand,Sophia,31,Intelligence Artificielle,sophia.bertrand@student.edu
ST26346,Johnson,Lucas,29,Commerce International,lucas.johnson@student.edu
ST23641,Girard,Amelia,24,Commerce International,amelia.girard@student.edu
ST23325,Taylor,Mia,26,Intelligence Artificielle,mia.taylor@student.edu
ST28233,Faure,Léo,35,Cybersécurité,léo.faure@student.edu
ST26387,Taylor,Theodore,31,Finance,theodore.taylor@student.edu
ST23484,Faure,Charlotte,28,Finance,charlotte.faure@student.edu
ST27289,Thomas,Olivia,22,Intelligence Artificielle,olivia.thomas@student.edu
ST29567,Jones,Louise,32,Innovation Technologique,louise.jones@student.edu
ST26307,Andre,Léa,18,Innovation Technologique,léa.andre@student.edu
ST20983,Legrand,Abigail,23,Cybersécurité,abigail.legrand@student.edu
ST21000,Thomas,Liam,33,Cybersécurité,liam.thomas@student.edu
ST28904,Martin,Benjamin,18,Data Science,benjamin.martin@student.edu
ST24349,Girard,Gabriel,24,Commerce International,gabriel.girard@student.edu
ST25798,Michel,Camille,35,Management International,camille.michel@student.edu
ST25199,Vincent,Mia,20,Entrepreneuriat,mia.vincent@student.edu
ST21735,Vincent,Henry,33,Innovation Technologique,henry.vincent@student.edu
ST23472,François,Jules,32,Data Science,jules.françois@student.edu
ST26617,Roux,Charlotte,29,Entrepreneuriat,charlotte.roux@student.edu
ST20258,Miller,Chloé,27,Business,chloé.miller@student.edu
ST28212,Laurent,Sarah,33,Cybersécurité,sarah.laurent@student.edu
ST26411,Richard,Léa,25,Commerce International,léa.richard@student.edu
ST27542,Simon,Lucas,24,Cybersécurité,lucas.simon@student.edu
ST27217,Martin,Mia,28,Cybersécurité,mia.martin@student.edu
ST22903,Durand,Theodore,28,Cybersécurité,theodore.durand@student.edu
ST22746,Thomas,Adam,29,Data Science,adam.thomas@student.edu
ST25345,Bernard,Lucas,27,Intelligence Artificielle,lucas.bernard@student.edu
ST20122,Bertrand,Louise,24,Management International,louise.bertrand@student.edu
ST28038,Fournier,Sophia,34,Intelligence Artificielle,sophia.fournier@student.edu
ST24918,Wilson,Amelia,32,Management International,amelia.wilson@student.edu
ST21683,Michel,Chloé,24,Intelligence Artificielle,chloé.michel@student.edu
ST27467,Williams,William,21,Finance,william.williams@student.edu
ST24914,Moreau,Adam,20,Data Science,adam.moreau@student.edu
ST27207,Garnier,Sofia,20,Marketing Digital,sofia.garnier@student.edu
ST27936,Garcia,Oliver,32,Management International,oliver.garcia@student.edu
ST26165,Bonnet,William,27,Innovation Technologique,william.bonnet@student.edu
ST29837,Bernard,Abigail,23,Business,abigail.bernard@student.edu
ST23313,Martinez,Alice,20,Innovation Technologique,alice.martinez@student.edu
ST20115,Moreau,Noah,35,Innovation Technologique,noah.moreau@student.edu
ST22222,Morel,Louise,34,Management International,louise.morel@student.edu
ST24355,Thomas,Benjamin,28,Cybersécurité,benjamin.thomas@student.edu
ST27725,Williams,Sarah,23,Commerce International,sarah.williams@student.edu
ST26692,Simon,Abigail,22,Finance,abigail.simon@student.edu
ST21243,Garnier,Alice,30,Intelligence Artificielle,alice.garnier@student.edu
ST24573,Johnson,Hugo,32,Innovation Technologique,hugo.johnson@student.edu
ST24920,Petit,Sarah,25,Intelligence Artificielle,sarah.petit@student.edu
ST21033,Johnson,Hugo,27,Cybersécurité,hugo.johnson@student.edu
ST25584,Richard,Lucas,26,Innovation Technologique,lucas.richard@student.edu
ST29757,Bernard,Manon,29,Entrepreneuriat,manon.bernard@student.edu
ST20287,Moreau,Theodore,35,Business,theodore.moreau@student.edu
ST23788,Dubois,Alice,35,Marketing Digital,alice.dubois@student.edu
ST26598,Girard,Charlotte,30,Commerce International,charlotte.girard@student.edu
ST25514,Petit,Noah,30,Intelligence Artificielle,noah.petit@student.edu
ST22202,François,Chloé,24,Management International,chloé.françois@student.edu
ST25748,Vincent,Ethan,21,Cybersécurité,ethan.vincent@student.edu
ST20072,Garnier,Oliver,18,Management International,oliver.garnier@student.edu
ST28440,Thomas,Isabella,31,Finance,isabella.thomas@student.edu
ST22278,Jones,Liam,35,Innovation Technologique,liam.jones@student.edu
ST24762,Martinez,Léa,22,Cybersécurité,léa.martinez@student.edu
ST20194,Thomas,Amelia,23,Business,amelia.thomas@student.edu
ST25779,Richard,Benjamin,23,Business,benjamin.richard@student.edu
ST27489,Petit,Amelia,18,Data Science,amelia.petit@student.edu
ST28593,Morel,Arthur,20,Commerce International,arthur.morel@student.edu
ST24681,Moreau,Sarah,31,Business,sarah.moreau@student.edu
ST20568,Laurent,Jack,33,Cybersécurité,jack.laurent@student.edu
ST28944,Garcia,Léa,35,Innovation Technologique,léa.garcia@student.edu
ST20208,Thomas,Olivia,26,Data Science,olivia.thomas@student.edu
ST25488,Michel,Adam,22,Business,adam.michel@student.edu
ST23688,Williams,Abigail,31,Entrepreneuriat,abigail.williams@student.edu
ST29235,Durand,Camille,19,Finance,camille.durand@student.edu
ST25766,David,Oliver,33,Commerce International,oliver.david@student.edu
ST24877,Miller,Adam,25,Commerce International,adam.miller@student.edu
ST29874,Taylor,Manon,22,Intelligence Artificielle,manon.taylor@student.edu
ST23904,Faure,James,30,Business,james.faure@student.edu
ST20859,Faure,Liam,32,Management International,liam.faure@student.edu
ST27179,Mercier,Liam,28,Marketing Digital,liam.mercier@student.edu
ST28212,Bonnet,Inès,22,Finance,inès.bonnet@student.edu
ST22229,Lefebvre,Manon,24,Entrepreneuriat,manon.lefebvre@student.edu
ST26846,Lefevre,Lucas,30,Innovation Technologique,lucas.lefevre@student.edu
ST28034,Miller,Léo,25,Commerce International,léo.miller@student.edu
ST22157,Simon,Sarah,26,Finance,sarah.simon@student.edu
ST29785,Richard,Emma,27,Cybersécurité,emma.richard@student.edu
ST22368,Bertrand,Liam,23,Entrepreneuriat,liam.bertrand@student.edu
ST24525,Vincent,Theodore,25,Commerce International,theodore.vincent@student.edu
ST23426,Martin,Sarah,28,Cybersécurité,sarah.martin@student.edu
ST29840,David,Gabriel,23,Management International,gabriel.david@student.edu
ST29570,Jones,Sofia,29,Innovation Technologique,sofia.jones@student.edu
ST26342,Anderson,Louise,30,Marketing Digital,louise.anderson@student.edu
ST26882,Garnier,Charlotte,32,Marketing Digital,charlotte.garnier@student.edu
ST22917,David,Lucas,18,Commerce International,lucas.david@student.edu
ST29318,David,James,32,Innovation Technologique,james.david@student.edu
ST22862,Dubois,Chloé,30,Entrepreneuriat,chloé.dubois@student.edu
ST28727,Wilson,Arthur,33,Data Science,arthur.wilson@student.edu
ST24574,Jones,Jules,21,Commerce International,jules.jones@student.edu
ST27238,Andre,Isabella,27,Entrepreneuriat,isabella.andre@student.edu
ST29250,Wilson,Charlotte,31,Business,charlotte.wilson@student.edu
ST27595,Bernard,Charlotte,20,Cybersécurité,charlotte.bernard@student.edu
ST29034,Taylor,Benjamin,26,Marketing Digital,benjamin.taylor@student.edu
ST28196,Miller,Louise,31,Management International,louise.miller@student.edu
ST26280,Simon,Léa,32,Marketing Digital,léa.simon@student.edu
ST25978,Morel,Alice,34,Business,alice.morel@student.edu
ST27679,Thomas,Benjamin,33,Innovation Technologique,benjamin.thomas@student.edu
ST28911,Morel,Charlotte,21,Data Science,charlotte.morel@student.edu
ST20131,Mercier,Clara,28,Data Science,clara.mercier@student.edu
ST22967,Laurent,Alice,20,Data Science,alice.laurent@student.edu
ST27311,Jones,Theodore,29,Marketing Digital,theodore.jones@student.edu
ST27800,Faure,Olivia,22,Data Science,olivia.faure@student.edu
ST25813,Garcia,Isabella,25,Management International,isabella.garcia@student.edu
ST26880,Bernard,Elijah,19,Entrepreneuriat,elijah.bernard@student.edu
ST23166,François,Liam,25,Marketing Digital,liam.françois@student.edu
ST23278,Roux,Arthur,32,Management International,arthur.roux@student.edu
ST25446,Durand,Liam,18,Business,liam.durand@student.edu
ST26797,Bertrand,Lucas,25,Finance,lucas.bertrand@student.edu
ST23323,Michel,Evelyn,23,Marketing Digital,evelyn.michel@student.edu
ST23332,Jones,Emma,33,Innovation Technologique,emma.jones@student.edu
ST27528,Dubois,Louise,18,Finance,louise.dubois@student.edu
ST20247,Simon,Manon,18,Entrepreneuriat,manon.simon@student.edu
ST22192,Lefebvre,Abigail,28,Management International,abigail.lefebvre@student.edu
ST22661,Bernard,Léa,28,Data Science,léa.bernard@student.edu
ST27522,David,Adam,30,Marketing Digital,adam.david@student.edu
ST23147,Martin,Abigail,32,Marketing Digital,abigail.martin@student.edu
ST29645,Bertrand,Manon,23,Finance,manon.bertrand@student.edu
ST26908,Andre,Harper,23,Innovation Technologique,harper.andre@student.edu
ST20929,Durand,Chloé,31,Entrepreneuriat,chloé.durand@student.edu
ST26849,Bonnet,Adam,25,Business,adam.bonnet@student.edu
ST29518,Lefebvre,Charlotte,31,Business,charlotte.lefebvre@student.edu
ST27783,Bertrand,Nathan,21,Marketing Digital,nathan.bertrand@student.edu
ST21277,Lefevre,Amelia,30,Management International,amelia.lefevre@student.edu
ST21601,Robert,Harper,34,Data Science,harper.robert@student.edu
ST22887,Roux,Emma,20,Entrepreneuriat,emma.roux@student.edu
ST23544,Garcia,Charlotte,27,Data Science,charlotte.garcia@student.edu
ST20080,Moreau,Charlotte,35,Entrepreneuriat,charlotte.moreau@student.edu
ST28060,Taylor,Ethan,21,Business,ethan.taylor@student.edu
ST28549,Andre,Emma,31,Cybersécurité,emma.andre@student.edu
ST28370,Lefevre,Olivia,29,Commerce International,olivia.lefevre@student.edu
ST25351,Wilson,Hugo,27,Commerce International,hugo.wilson@student.edu
ST21277,Bonnet,Louis,18,Data Science,louis.bonnet@student.edu
ST25068,Martinez,Elijah,32,Commerce International,elijah.martinez@student.edu
ST28925,Moreau,Olivia,23,Marketing Digital,olivia.moreau@student.edu
ST23924,Moore,Abigail,21,Commerce International,abigail.moore@student.edu
ST20170,Legrand,Sophia,30,Commerce International,sophia.legrand@student.edu
ST27211,Richard,Léa,28,Management International,léa.richard@student.edu
ST20281,Michel,Lucas,34,Management International,lucas.michel@student.edu
ST21812,Lefebvre,Theodore,32,Finance,theodore.lefebvre@student.edu
ST27719,François,Hugo,19,Business,hugo.françois@student.edu
ST20562,Lefebvre,Mia,26,Entrepreneuriat,mia.lefebvre@student.edu
ST28755,Robert,Mia,23,Business,mia.robert@student.edu
ST27922,Petit,Louis,28,Management International,louis.petit@student.edu
ST25832,Durand,Isabella,27,Intelligence Artificielle,isabella.durand@student.edu
ST24575,Lefevre,Harper,27,Finance,harper.lefevre@student.edu
ST23093,Bonnet,Gabriel,35,Management International,gabriel.bonnet@student.edu
ST21799,Anderson,Léa,24,Intelligence Artificielle,léa.anderson@student.edu
ST22405,Andre,Liam,33,Innovation Technologique,liam.andre@student.edu
ST24372,Moore,Amelia,32,Finance,amelia.moore@student.edu
ST20444,Garcia,Adam,33,Finance,adam.garcia@student.edu
ST24979,Thomas,Sofia,19,Data Science,sofia.thomas@student.edu
ST20184,Dubois,Elijah,35,Marketing Digital,elijah.dubois@student.edu
ST26079,Girard,Camille,22,Data Science,camille.girard@student.edu
ST28077,David,Clara,32,Business,clara.david@student.edu
ST29185,Vincent,Sarah,18,Cybersécurité,sarah.vincent@student.edu
ST26333,Andre,Clara,28,Finance,clara.andre@student.edu
ST29776,Vincent,Adam,30,Finance,adam.vincent@student.edu
ST21951,Richard,Manon,34,Data Science,manon.richard@student.edu
ST20586,Martin,Arthur,35,Marketing Digital,arthur.martin@student.edu
ST22417,Richard,Jules,26,Management International,jules.richard@student.edu
ST21451,Fournier,Inès,26,Cybersécurité,inès.fournier@student.edu
ST29559,Petit,Charlotte,27,Entrepreneuriat,charlotte.petit@student.edu
ST27919,Martinez,Olivia,24,Cybersécurité,olivia.martinez@student.edu
ST21171,Thomas,Arthur,31,Management International,arthur.thomas@student.edu
ST21934,Taylor,Charlotte,21,Cybersécurité,charlotte.taylor@student.edu
ST23355,Wilson,Abigail,20,Commerce International,abigail.wilson@student.edu
ST25638,Simon,Louis,26,Commerce International,louis.simon@student.edu
ST25567,Simon,Nathan,19,Commerce International,nathan.simon@student.edu
ST29736,Anderson,Olivia,21,Intelligence Artificielle,olivia.anderson@student.edu
ST25688,Martin,Manon,27,Data Science,manon.martin@student.edu
ST26917,Mercier,Liam,21,Intelligence Artificielle,liam.mercier@student.edu
ST23432,Roux,Louise,27,Innovation Technologique,louise.roux@student.edu
ST24838,Faure,Hugo,30,Finance,hugo.faure@student.edu
ST20908,Robert,Emma,31,Entrepreneuriat,emma.robert@student.edu
ST23781,Girard,Harper,32,Entrepreneuriat,harper.girard@student.edu
ST22891,Thomas,James,25,Business,james.thomas@student.edu
ST24142,Wilson,Jules,18,Finance,jules.wilson@student.edu
ST26310,Girard,Liam,19,Intelligence Artificielle,liam.girard@student.edu
ST21401,Martinez,Sophia,27,Intelligence Artificielle,sophia.martinez@student.edu
ST25479,Dubois,Elijah,34,Commerce International,elijah.dubois@student.edu
ST28740,Moreau,Theodore,34,Marketing Digital,theodore.moreau@student.edu
ST29239,Bonnet,Mia,32,Data Science,mia.bonnet@student.edu
ST20234,Faure,Sofia,23,Entrepreneuriat,sofia.faure@student.edu
ST20055,Mercier,Sophia,18,Finance,sophia.mercier@student.edu
ST21995,Bernard,Lucas,29,Intelligence Artificielle,lucas.bernard@student.edu
ST27261,Lefebvre,Benjamin,34,Management International,benjamin.lefebvre@student.edu
ST21841,François,James,28,Entrepreneuriat,james.françois@student.edu
ST21839,François,Jules,35,Cybersécurité,jules.françois@student.edu
ST22040,Legrand,Chloé,27,Cybersécurité,chloé.legrand@student.edu
ST24668,Girard,Sarah,32,Data Science,sarah.girard@student.edu
ST22934,Dubois,Gabriel,27,Marketing Digital,gabriel.dubois@student.edu
ST22707,Martinez,Henry,20,Innovation Technologique,henry.martinez@student.edu
ST22979,Simon,Adam,33,Cybersécurité,adam.simon@student.edu
ST20743,Martin,Chloé,33,Business,chloé.martin@student.edu
ST23090,Roux,Camille,25,Cybersécurité,camille.roux@student.edu
ST26348,Morel,Harper,25,Business,harper.morel@student.edu
ST20109,Martinez,Harper,34,Finance,harper.martinez@student.edu
ST20060,Martinez,Arthur,33,Innovation Technologique,arthur.martinez@student.edu
ST26841,Robert,William,32,Cybersécurité,william.robert@student.edu
ST23928,Mercier,Chloé,30,Management International,chloé.mercier@student.edu
ST24950,Lefevre,Léo,24,Innovation Technologique,léo.lefevre@student.edu
ST21875,Mercier,Jules,31,Commerce International,jules.mercier@student.edu
ST21435,Bernard,Elijah,31,Entrepreneuriat,elijah.bernard@student.edu
ST28623,Simon,Liam,25,Cybersécurité,liam.simon@student.edu
ST28311,Davis,Chloé,24,Innovation Technologique,chloé.davis@student.edu
ST21347,Laurent,Alice,28,Management International,alice.laurent@student.edu
ST28587,Garcia,Oliver,32,Intelligence Artificielle,oliver.garcia@student.edu
ST27613,David,Evelyn,18,Commerce International,evelyn.david@student.edu
ST22161,Vincent,Alice,31,Innovation Technologique,alice.vincent@student.edu
ST21109,Vincent,Léa,27,Finance,léa.vincent@student.edu
ST21629,Moreau,Sarah,19,Intelligence Artificielle,sarah.moreau@student.edu
ST23601,Robert,Jack,20,Innovation Technologique,jack.robert@student.edu
ST29844,Girard,Benjamin,32,Data Science,benjamin.girard@student.edu
ST21505,Faure,Sofia,29,Management International,sofia.faure@student.edu
ST27597,Girard,William,25,Innovation Technologique,william.girard@student.edu
ST20279,Bernard,Sarah,35,Intelligence Artificielle,sarah.bernard@student.edu
ST28594,Bertrand,Léa,29,Commerce International,léa.bertrand@student.edu
ST23252,Garnier,Camille,30,Data Science,camille.garnier@student.edu
ST25199,Anderson,Sarah,25,Data Science,sarah.anderson@student.edu
ST28378,Anderson,Sophia,25,Commerce International,sophia.anderson@student.edu
ST24377,Simon,Léo,24,Intelligence Artificielle,léo.simon@student.edu
ST23243,Faure,Oliver,25,Data Science,oliver.faure@student.edu
ST20588,Brown,James,33,Innovation Technologique,james.brown@student.edu
ST20042,Jones,Sofia,31,Entrepreneuriat,sofia.jones@student.edu
